,Date,price_bitcoin,open_bitcoin,high_bitcoin,low_bitcoin,vol_bitcoin,Change_bitcoin %,Price,Open,High,Low,Vol.,Change %,price_dowjones,open_dowjones,high_dowjones,low_dowjones,vol_dowjones,change_dowjones,price_nasdaq,open_nasdaq,high_nasdaq,low_nasdaq,vol_nasdaq,change_nasdaq,price_sp,open_sp,high_sp,low_sp,vol_sp,change_sp,trend_bitcoins
636,2019-07-18,"10,651.40","9,723.10","10,787.10","9,390.00",974.49K,9.55%,"10,622.00","9,691.20","10,750.00","9,271.60",28.83K,9.70%,"27,222.97","27,191.98","27,266.81","27,068.79",218.82M,0.01%,"8,207.24","8,151.76","8,215.58","8,135.12",487.19M,0.27%,"2,995.11","2,978.87","2,998.28","2,973.09",-,0.36%,39.0
637,2019-07-17,"9,723.20","9,425.10","9,983.60","9,082.60",1.03M,3.17%,"9,683.20","9,418.40","9,963.10","9,090.00",23.12K,2.90%,"27,219.85","27,320.91","27,343.06","27,218.38",196.78M,-0.42%,"8,185.21","8,224.00","8,230.67","8,184.66",473.28M,-0.46%,"2,984.42","3,005.10","3,005.26","2,984.25",-,-0.65%,50.0
638,2019-07-16,"9,424.80","10,844.00","11,019.50","9,375.30",1.05M,-13.10%,"9,410.00","10,813.00","10,991.00","9,378.00",26.18K,-13.03%,"27,335.63","27,349.32","27,398.68","27,290.24",226.00M,-0.09%,"8,222.80","8,251.66","8,259.75","8,204.23",473.99M,-0.43%,"3,004.04","3,012.13","3,015.02","3,001.15",-,-0.34%,50.0
639,2019-07-15,"10,845.90","10,199.90","11,064.70","9,885.40",956.52K,6.33%,"10,820.00","10,193.00","11,043.00","9,920.60",21.44K,6.01%,"27,359.16","27,364.69","27,364.69","27,294.17",199.73M,0.10%,"8,258.18","8,263.18","8,264.78","8,236.27",470.85M,0.17%,"3,014.30","3,017.80","3,017.80","3,008.77",-,0.02%,39.0
640,2019-07-14,"10,200.10","11,364.30","11,448.70","10,128.90",840.76K,-10.25%,"10,206.80","11,324.00","11,390.00","10,125.00",22.49K,-9.77%,,,,,,,,,,,,,,,,,,,39.0
641,2019-07-13,"11,364.90","11,762.80","11,798.40","10,839.40",747.71K,-3.38%,"11,312.00","11,779.00","11,803.00","10,806.00",14.72K,-3.85%,,,,,,,,,,,,,,,,,,,48.0
642,2019-07-12,"11,762.10","11,343.70","11,881.40","11,109.80",738.17K,3.70%,"11,765.00","11,327.00","11,900.00","11,100.00",12.25K,3.75%,"27,332.03","27,139.49","27,333.79","27,135.45",248.39M,0.90%,"8,244.14","8,209.20","8,245.66","8,201.52",500.70M,0.59%,"3,013.77","3,003.36","3,013.92","3,001.87",-,0.46%,46.0
643,2019-07-11,"11,342.30","12,111.60","12,111.60","11,029.00",943.13K,-6.34%,"11,340.00","12,092.00","12,092.00","11,006.00",21.60K,-6.23%,"27,088.08","26,950.16","27,088.45","26,916.32",252.30M,0.85%,"8,196.04","8,219.28","8,226.18","8,171.63",483.49M,-0.08%,"2,999.91","2,999.62","3,002.33","2,988.80",-,0.23%,35.0
644,2019-07-10,"12,110.60","12,542.80","13,134.40","11,594.90",1.11M,-3.44%,"12,093.00","12,564.00","13,173.00","11,572.00",36.06K,-3.66%,"26,860.20","26,851.96","26,983.45","26,813.11",207.99M,0.29%,"8,202.53","8,183.19","8,228.60","8,160.56",508.18M,0.75%,"2,993.07","2,989.30","3,002.98","2,984.62",-,0.45%,46.0
645,2019-07-09,"12,541.50","12,250.60","12,772.90","12,111.20",847.84K,2.36%,"12,553.00","12,301.50","12,811.00","12,173.00",19.16K,2.05%,"26,783.49","26,725.12","26,807.70","26,665.57",218.33M,-0.08%,"8,141.73","8,061.41","8,146.98","8,061.32",468.36M,0.54%,"2,979.63","2,965.52","2,981.90","2,963.44",-,0.12%,52.0
646,2019-07-08,"12,252.60","11,415.80","12,332.30","11,304.80",695.60K,7.33%,"12,301.00","11,484.00","12,382.00","11,339.00",17.84K,7.10%,"26,806.14","26,835.64","26,839.14","26,744.87",214.29M,-0.43%,"8,098.38","8,112.91","8,112.91","8,078.39",511.73M,-0.78%,"2,975.95","2,979.77","2,980.76","2,970.09",-,-0.48%,59.0
647,2019-07-07,"11,415.90","11,267.90","11,524.60","11,108.10",601.93K,1.31%,"11,486.00","11,276.00","11,618.00","11,121.60",8.42K,1.80%,,,,,,,,,,,,,,,,,,,39.0
648,2019-07-06,"11,268.00","10,969.80","11,650.20","10,967.90",688.96K,2.71%,"11,283.00","10,983.00","11,720.00","10,983.00",12.21K,2.59%,,,,,,,,,,,,,,,,,,,30.0
649,2019-07-05,"10,970.20","11,159.70","11,381.80","10,810.30",772.67K,-1.73%,"10,998.00","11,141.00","11,440.00","10,802.00",16.37K,-1.53%,"26,922.12","26,867.75","26,950.81","26,733.33",192.17M,-0.16%,"8,161.79","8,123.28","8,171.97","8,093.66",425.69M,-0.10%,"2,990.41","2,984.25","2,994.03","2,967.97",-,-0.18%,62.0
650,2019-07-04,"11,163.10","11,899.30","11,948.00","11,087.10",840.34K,-6.20%,"11,169.00","12,000.00","12,063.50","11,057.00",19.84K,-6.80%,,,,,,,,,,,,,,,,,,,67.0
651,2019-07-03,"11,900.80","10,835.90","11,931.80","10,835.90",998.73K,9.83%,"11,984.00","10,903.00","12,004.00","10,903.00",28.09K,10.29%,"26,966.00","26,832.32","26,966.00","26,831.44",149.84M,0.67%,"8,170.23","8,129.57","8,170.23","8,122.34",408.20M,0.75%,"2,995.82","2,978.08","2,995.84","2,977.96",-,0.77%,53.0
652,2019-07-02,"10,835.90","10,615.50","10,923.50","9,728.50",1.12M,2.07%,"10,866.00","10,639.80","10,961.00","9,745.10",28.78K,2.13%,"26,786.68","26,719.53","26,787.56","26,632.65",219.27M,0.26%,"8,109.09","8,086.65","8,109.37","8,063.10",488.38M,0.22%,"2,973.01","2,964.66","2,973.21","2,955.92",-,0.29%,64.0
653,2019-07-01,"10,616.60","10,821.40","11,254.50","10,041.60",1.04M,-1.87%,"10,639.00","10,777.00","11,221.00","10,099.00",24.90K,-0.99%,"26,717.43","26,805.86","26,890.64","26,616.21",285.35M,0.44%,"8,091.16","8,145.85","8,150.45","8,059.29",583.42M,1.06%,"2,964.33","2,971.41","2,977.93","2,952.22",-,0.77%,67.0
654,2019-06-30,"10,818.60","11,906.00","12,179.30","10,765.40",880.77K,-9.14%,"10,745.00","11,973.00","12,229.00","10,705.00",19.07K,-9.86%,,,,,,,,,,,,,,,,,,,50.0
655,2019-06-29,"11,906.50","12,408.00","12,422.90","11,490.80",834.62K,-4.05%,"11,921.00","12,350.70","12,350.70","11,375.00",20.39K,-3.47%,,,,,,,,,,,,,,,,,,,48.0
656,2019-06-28,"12,409.10","11,288.40","12,461.80","10,970.50",1.09M,9.93%,"12,349.00","11,183.00","12,404.00","10,812.00",31.98K,10.26%,"26,599.96","26,605.93","26,638.35","26,522.27",499.35M,0.28%,"8,006.24","7,988.76","8,010.15","7,961.46",1.76B,0.48%,"2,941.76","2,932.94","2,943.98","2,929.05",-,0.58%,68.0
657,2019-06-27,"11,287.80","13,062.40","13,422.00","10,493.50",1.59M,-13.59%,"11,200.00","12,876.00","13,222.00","10,397.00",47.61K,-13.02%,"26,526.58","26,523.72","26,607.24","26,465.32",246.93M,-0.04%,"7,967.76","7,939.36","7,976.58","7,935.47",523.93M,0.73%,"2,924.92","2,919.66","2,929.30","2,918.57",-,0.38%,79.0
658,2019-06-26,"13,063.80","11,811.60","13,929.80","11,747.30",1.48M,10.62%,"12,876.00","11,746.00","13,764.00","11,693.00",55.59K,9.57%,"26,536.82","26,599.42","26,660.04","26,536.33",274.34M,-0.04%,"7,909.97","7,933.93","7,974.28","7,903.07",537.92M,0.32%,"2,913.78","2,926.07","2,932.59","2,912.99",-,-0.12%,100.0
659,2019-06-25,"11,809.90","11,046.60","11,833.90","11,033.70",781.09K,6.91%,"11,751.00","11,070.00","11,780.00","10,992.40",21.85K,6.32%,"26,548.22","26,731.61","26,752.31","26,527.66",282.16M,-0.67%,"7,884.72","8,005.27","8,007.31","7,879.15",547.78M,-1.51%,"2,917.38","2,945.78","2,946.52","2,916.01",-,-0.95%,54.0
660,2019-06-24,"11,046.40","10,897.30","11,114.40","10,622.60",566.96K,1.37%,"11,053.00","10,913.00","11,135.00","10,560.00",14.40K,1.26%,"26,727.54","26,727.61","26,806.52","26,723.37",232.39M,0.03%,"8,005.70","8,040.58","8,047.56","8,004.63",528.18M,-0.32%,"2,945.35","2,951.42","2,954.92","2,944.05",-,-0.17%,60.0
661,2019-06-23,"10,897.10","10,721.50","11,361.30","10,557.80",683.79K,1.64%,"10,916.00","10,745.00","11,368.00","10,576.00",18.59K,1.56%,,,,,,,,,,,,,,,,,,,64.0
662,2019-06-22,"10,721.70","10,178.10","11,160.50","10,031.30",1.09M,5.33%,"10,747.90","10,227.00","11,210.00","10,098.20",36.68K,5.00%,,,,,,,,,,,,,,,,,,,50.0
663,2019-06-21,"10,179.30","9,517.70","10,184.30","9,517.40",769.12K,6.96%,"10,236.00","9,557.80","10,249.00","9,557.80",22.23K,7.10%,"26,719.13","26,749.12","26,907.37","26,705.87",485.56M,-0.13%,"8,031.71","8,028.69","8,073.02","8,011.20",1.20B,-0.24%,"2,950.46","2,952.71","2,964.15","2,946.87",-,-0.13%,45.0
664,2019-06-20,"9,517.00","9,255.00","9,583.90","9,188.40",693.62K,2.83%,"9,557.10","9,306.00","9,620.80","9,241.00",10.59K,2.70%,"26,753.17","26,665.38","26,798.63","26,539.69",278.17M,0.94%,"8,051.34","8,087.45","8,088.88","7,996.87",528.69M,0.80%,"2,954.18","2,949.60","2,958.06","2,931.50",-,0.95%,47.0
665,2019-06-19,"9,255.40","9,080.70","9,295.10","9,044.00",587.57K,1.93%,"9,305.90","9,094.90","9,339.90","9,062.00",5.77K,2.31%,"26,504.00","26,490.16","26,569.75","26,415.05",240.95M,0.15%,"7,987.32","7,970.26","7,998.59","7,930.38",536.80M,0.42%,"2,926.46","2,920.55","2,931.74","2,911.43",-,0.30%,52.0
666,2019-06-18,"9,080.60","9,318.90","9,336.10","8,962.70",723.17K,-2.56%,"9,095.90","9,351.00","9,370.90","8,945.40",10.59K,-2.78%,"26,465.54","26,228.88","26,527.19","26,227.76",273.49M,1.35%,"7,953.88","7,920.98","8,005.21","7,911.67",567.69M,1.39%,"2,917.75","2,906.71","2,930.79","2,905.44",-,0.97%,42.0
667,2019-06-17,"9,318.80","8,961.00","9,438.10","8,959.80",738.80K,3.98%,"9,356.00","8,986.00","9,489.90","8,986.00",14.17K,4.12%,"26,112.53","26,108.53","26,165.78","26,049.80",199.50M,0.09%,"7,845.02","7,819.43","7,865.98","7,812.61",502.92M,0.62%,"2,889.67","2,889.75","2,897.27","2,887.30",-,0.09%,44.0
668,2019-06-16,"8,962.50","8,812.20","9,332.00","8,771.10",849.77K,1.70%,"8,986.00","8,852.80","9,389.60","8,803.00",20.91K,1.47%,,,,,,,,,,,,,,,,,,,43.0
669,2019-06-15,"8,812.50","8,655.80","8,856.70","8,582.30",608.69K,1.81%,"8,856.00","8,689.00","8,904.10","8,611.00",9.40K,1.92%,,,,,,,,,,,,,,,,,,,50.0
670,2019-06-14,"8,656.10","8,218.60","8,685.30","8,153.20",643.17K,5.32%,"8,689.10","8,230.00","8,714.90","8,163.30",12.71K,5.61%,"26,089.61","26,076.36","26,162.28","25,988.09",208.02M,-0.07%,"7,796.66","7,807.19","7,819.21","7,778.12",465.37M,-0.52%,"2,886.98","2,886.82","2,894.45","2,879.62",-,-0.16%,51.0
671,2019-06-13,"8,219.00","8,132.40","8,306.10","8,028.60",574.21K,1.06%,"8,227.40","8,177.60","8,333.00","8,038.90",8.89K,0.64%,"26,106.77","26,036.94","26,146.91","25,995.71",213.40M,0.39%,"7,837.13","7,822.56","7,848.36","7,813.60",460.87M,0.57%,"2,891.64","2,886.24","2,895.24","2,881.99",-,0.41%,40.0
672,2019-06-12,"8,133.10","7,888.00","8,198.10","7,805.80",607.89K,3.11%,"8,175.40","7,903.10","8,238.80","7,822.30",9.14K,3.43%,"26,004.83","26,040.30","26,082.10","25,958.66",223.69M,-0.17%,"7,792.72","7,803.13","7,819.16","7,773.97",481.74M,-0.38%,"2,879.84","2,882.73","2,888.57","2,874.68",-,-0.20%,49.0
673,2019-06-11,"7,888.00","7,987.80","8,010.40","7,714.50",579.00K,-1.25%,"7,904.10","8,018.80","8,048.90","7,711.30",6.53K,-1.37%,"26,048.51","26,180.59","26,248.67","25,998.87",253.49M,-0.05%,"7,822.57","7,901.04","7,909.99","7,798.63",534.58M,-0.01%,"2,885.72","2,903.27","2,910.61","2,878.53",-,-0.03%,55.0
674,2019-06-10,"7,987.80","7,635.00","8,012.80","7,523.60",641.38K,4.62%,"8,013.70","7,622.50","8,046.30","7,523.30",8.90K,4.90%,"26,062.68","26,090.22","26,210.61","26,054.31",249.28M,0.30%,"7,823.17","7,798.87","7,895.44","7,795.76",522.20M,1.05%,"2,886.73","2,885.83","2,904.77","2,885.51",-,0.47%,42.0
675,2019-06-09,"7,635.00","7,901.60","7,937.50","7,516.90",554.48K,-3.37%,"7,639.20","7,924.00","7,961.00","7,502.50",6.83K,-3.60%,,,,,,,,,,,,,,,,,,,35.0
676,2019-06-08,"7,901.40","7,985.30","8,044.40","7,770.50",485.81K,-1.05%,"7,924.60","8,002.10","8,064.80","7,802.00",4.77K,-0.84%,,,,,,,,,,,,,,,,,,,39.0
677,2019-06-07,"7,985.20","7,785.80","8,099.40","7,749.40",588.87K,2.57%,"7,991.50","7,816.90","8,123.50","7,769.10",13.44K,2.38%,"25,983.94","25,768.72","26,072.75","25,768.72",263.01M,1.02%,"7,742.10","7,652.97","7,767.02","7,647.91",516.84M,1.66%,"2,873.34","2,852.87","2,884.97","2,852.87",-,1.05%,42.0
678,2019-06-06,"7,784.90","7,779.60","7,861.40","7,480.40",651.82K,0.08%,"7,805.60","7,766.30","7,870.60","7,461.00",7.51K,0.21%,"25,720.66","25,567.45","25,800.30","25,518.05",248.07M,0.71%,"7,615.55","7,582.24","7,634.12","7,546.22",542.41M,0.53%,"2,843.49","2,828.51","2,852.10","2,822.45",-,0.61%,45.0
679,2019-06-05,"7,779.10","7,685.60","7,885.00","7,590.40",762.94K,1.22%,"7,789.30","7,692.80","7,931.00","7,603.00",10.83K,1.25%,"25,539.57","25,451.00","25,544.66","25,373.58",262.66M,0.82%,"7,575.48","7,585.68","7,589.47","7,498.17",537.32M,0.64%,"2,826.15","2,818.09","2,827.28","2,800.92",-,0.82%,39.0
680,2019-06-04,"7,685.50","8,118.10","8,118.10","7,494.00",966.95K,-5.41%,"7,692.80","8,088.00","8,088.00","7,524.50",28.12K,-5.07%,"25,332.18","24,962.82","25,343.77","24,962.82",281.69M,2.06%,"7,527.12","7,413.94","7,529.50","7,385.02",619.53M,2.65%,"2,803.27","2,762.64","2,804.49","2,762.64",-,2.14%,61.0
681,2019-06-03,"8,124.80","8,728.60","8,734.90","8,102.70",739.45K,-6.92%,"8,103.40","8,740.10","8,740.10","8,050.10",18.66K,-7.28%,"24,819.78","24,830.16","24,935.21","24,680.57",328.24M,0.02%,"7,333.02","7,441.22","7,457.66","7,292.22",658.41M,-1.61%,"2,744.45","2,751.53","2,763.07","2,728.81",-,-0.28%,50.0
682,2019-06-02,"8,728.60","8,545.80","8,807.70","8,534.80",614.54K,2.14%,"8,740.00","8,546.90","8,818.00","8,540.00",6.24K,2.26%,,,,,,,,,,,,,,,,,,,38.0
683,2019-06-01,"8,545.70","8,556.90","8,615.80","8,454.00",686.75K,-0.15%,"8,547.00","8,531.90","8,625.00","8,452.00",5.46K,0.16%,,,,,,,,,,,,,,,,,,,58.0
684,2019-05-31,"8,558.30","8,271.40","8,578.80","8,135.00",858.41K,3.46%,"8,533.30","8,268.50","8,550.00","8,112.40",10.93K,3.18%,"24,815.04","25,046.31","25,046.31","24,809.51",292.23M,-1.41%,"7,453.15","7,470.95","7,506.86","7,448.23",590.43M,-1.51%,"2,752.06","2,766.15","2,768.98","2,750.52",-,-1.32%,56.0
685,2019-05-30,"8,271.90","8,647.80","9,045.90","8,054.70",1.04M,-4.35%,"8,269.90","8,681.20","9,100.00","8,019.70",20.29K,-4.73%,"25,169.88","25,139.94","25,218.54","25,066.75",215.24M,0.17%,"7,567.72","7,565.46","7,595.90","7,527.66",454.61M,0.27%,"2,788.86","2,786.94","2,799.00","2,776.74",-,0.21%,54.0
686,2019-05-29,"8,647.80","8,715.60","8,747.20","8,435.30",15.43M,-0.79%,"8,680.90","8,738.10","8,794.90","8,490.00",10.30K,-0.69%,"25,126.41","25,231.46","25,231.46","24,938.24",298.93M,-0.87%,"7,547.31","7,553.02","7,581.11","7,503.94",579.48M,-0.79%,"2,783.02","2,790.25","2,792.03","2,766.06",-,-0.69%,53.0
687,2019-05-28,"8,716.30","8,759.40","8,794.10","8,568.80",763.20K,-0.50%,"8,740.90","8,806.10","8,843.70","8,558.30",11.14K,-0.74%,"25,347.77","25,616.55","25,717.63","25,342.28",364.85M,-0.93%,"7,607.35","7,655.66","7,693.74","7,603.76",785.60M,-0.39%,"2,802.39","2,830.03","2,840.51","2,801.58",-,-0.84%,71.0
688,2019-05-27,"8,760.10","8,628.90","8,902.80","8,607.30",907.96K,1.51%,"8,806.00","8,730.00","8,951.00","8,661.00",17.56K,0.87%,,,,,,,,,,,,,,,,,,,64.0
689,2019-05-26,"8,630.20","8,029.60","8,718.60","7,866.50",872.12K,7.51%,"8,729.90","8,054.90","8,820.00","7,880.20",20.14K,8.38%,,,,,,,,,,,,,,,,,,,35.0
690,2019-05-25,"8,027.40","7,971.40","8,090.10","7,919.10",691.27K,0.72%,"8,054.90","7,990.00","8,135.00","7,950.40",4.34K,0.75%,,,,,,,,,,,,,,,,,,,46.0
691,2019-05-24,"7,970.10","7,852.80","8,124.10","7,775.40",868.47K,1.50%,"7,994.90","7,872.10","8,158.60","7,801.60",10.92K,1.56%,"25,585.69","25,551.07","25,670.81","25,496.20",201.37M,0.37%,"7,637.01","7,675.57","7,694.15","7,631.25",422.81M,0.11%,"2,826.06","2,832.41","2,841.36","2,820.19",-,0.14%,41.0
692,2019-05-23,"7,852.10","7,637.20","7,939.10","7,486.80",815.14K,2.83%,"7,872.40","7,619.90","7,957.10","7,496.30",10.55K,3.30%,"25,490.47","25,657.99","25,657.99","25,328.09",316.94M,-1.11%,"7,628.28","7,660.72","7,665.15","7,585.32",597.20M,-1.58%,"2,822.24","2,836.70","2,836.70","2,805.49",-,-1.19%,44.0
693,2019-05-22,"7,635.70","7,928.70","7,999.00","7,545.90",821.40K,-3.72%,"7,621.10","7,933.60","8,030.00","7,507.90",10.78K,-3.98%,"25,776.61","25,818.46","25,878.21","25,755.11",241.76M,-0.39%,"7,750.84","7,749.81","7,786.33","7,738.35",466.48M,-0.45%,"2,856.27","2,856.06","2,865.47","2,851.11",-,-0.28%,54.0
694,2019-05-21,"7,930.30","7,965.00","8,056.80","7,813.20",804.88K,-0.44%,"7,937.00","7,990.50","8,089.90","7,819.70",7.69K,-0.60%,"25,877.33","25,782.34","25,898.27","25,779.61",260.87M,0.77%,"7,785.72","7,765.57","7,804.44","7,752.92",500.28M,1.08%,"2,864.36","2,854.02","2,868.88","2,854.02",-,0.85%,53.0
695,2019-05-20,"7,965.30","8,156.40","8,156.40","7,604.00",958.81K,-2.35%,"7,985.00","8,188.30","8,188.30","7,601.00",16.90K,-2.50%,"25,679.90","25,655.31","25,751.71","25,560.55",279.56M,-0.33%,"7,702.38","7,714.06","7,747.27","7,678.35",551.65M,-1.46%,"2,840.23","2,841.94","2,853.86","2,831.29",-,-0.67%,62.0
696,2019-05-19,"8,157.20","7,261.90","8,253.40","7,252.30",1.08M,12.32%,"8,189.50","7,260.10","8,263.20","7,252.00",23.46K,12.80%,,,,,,,,,,,,,,,,,,,38.0
697,2019-05-18,"7,262.60","7,359.90","7,458.50","7,189.40",865.53K,-1.32%,"7,260.00","7,418.30","7,509.10","7,210.60",9.32K,-2.10%,,,,,,,,,,,,,,,,,,,57.0
698,2019-05-17,"7,359.50","7,871.90","7,924.00","6,998.60",1.43M,-6.51%,"7,415.40","7,857.50","7,905.70","7,067.40",29.02K,-5.62%,"25,764.00","25,719.95","25,948.74","25,657.78",283.76M,-0.38%,"7,816.28","7,829.03","7,918.71","7,810.35",579.07M,-1.04%,"2,859.53","2,858.60","2,885.48","2,854.23",-,-0.58%,57.0
699,2019-05-16,"7,871.80","8,164.80","8,293.30","7,720.40",1.18M,-3.59%,"7,857.00","8,135.50","8,307.70","7,750.10",22.29K,-3.39%,"25,862.68","25,692.14","25,957.63","25,692.14",320.96M,0.84%,"7,898.05","7,832.58","7,946.23","7,826.67",532.35M,0.97%,"2,876.32","2,855.80","2,892.15","2,855.80",-,0.89%,56.0
700,2019-05-15,"8,164.60","7,994.80","8,225.30","7,856.50",1.13M,2.13%,"8,132.90","7,951.90","8,208.90","7,837.60",19.04K,2.19%,"25,648.02","25,400.13","25,724.89","25,341.94",270.72M,0.45%,"7,822.15","7,682.80","7,838.72","7,682.24",503.47M,1.13%,"2,850.96","2,820.38","2,858.68","2,815.08",-,0.58%,68.0
701,2019-05-14,"7,994.60","7,806.40","8,323.90","7,674.00",1.33M,2.42%,"7,958.30","7,753.20","8,194.10","7,684.10",29.32K,2.65%,"25,532.05","25,384.03","25,688.96","25,384.03",291.57M,0.82%,"7,734.49","7,689.66","7,776.20","7,665.30",525.13M,1.14%,"2,834.41","2,820.12","2,852.54","2,820.12",-,0.80%,69.0
702,2019-05-13,"7,806.00","6,984.70","8,058.30","6,893.10",1.20M,11.76%,"7,753.20","6,980.10","8,049.90","6,883.90",36.47K,11.08%,"25,324.99","25,568.06","25,568.06","25,222.51",361.24M,-2.38%,"7,647.02","7,720.07","7,760.83","7,627.23",650.13M,-3.41%,"2,811.87","2,840.19","2,840.19","2,801.43",-,-2.41%,54.0
703,2019-05-12,"6,984.80","7,190.00","7,518.90","6,802.60",1.35M,-2.86%,"6,979.90","7,125.10","7,448.00","6,860.00",31.96K,-2.19%,,,,,,,,,,,,,,,,,,,42.0
704,2019-05-11,"7,190.30","6,386.60","7,373.80","6,386.50",1.31M,12.59%,"7,136.40","6,438.70","7,278.30","6,438.70",37.91K,10.84%,,,,,,,,,,,,,,,,,,,51.0
705,2019-05-10,"6,386.00","6,194.30","6,466.60","6,157.80",907.94K,3.14%,"6,438.70","6,262.00","6,522.00","6,212.60",14.49K,2.88%,"25,942.37","25,763.72","26,019.32","25,469.86",294.58M,0.44%,"7,916.94","7,881.31","7,949.34","7,759.34",587.10M,0.08%,"2,881.40","2,863.10","2,891.31","2,825.39",-,0.37%,42.0
706,2019-05-09,"6,191.50","5,990.50","6,206.00","5,990.00",799.96K,3.36%,"6,258.40","6,201.90","6,309.00","6,165.00",9.68K,0.93%,"25,828.36","25,878.85","25,884.89","25,517.39",334.76M,-0.54%,"7,910.59","7,853.21","7,929.78","7,796.16",620.65M,-0.41%,"2,870.72","2,859.84","2,875.97","2,836.40",-,-0.30%,46.0
707,2019-05-08,"5,990.30","5,849.40","6,011.30","5,799.10",757.13K,2.41%,"6,201.00","6,096.60","6,220.40","6,024.10",8.20K,1.86%,"25,967.33","25,933.79","26,118.10","25,889.41",276.42M,0.01%,"7,943.32","7,946.24","8,004.49","7,923.35",558.26M,-0.26%,"2,879.42","2,879.61","2,897.96","2,873.28",-,-0.16%,53.0
708,2019-05-07,"5,849.50","5,745.50","6,019.80","5,745.50",955.88K,1.82%,"6,087.90","6,027.90","6,290.00","6,027.90",11.99K,1.00%,"25,965.09","26,276.90","26,276.90","25,789.71",334.96M,-1.79%,"7,963.76","8,043.52","8,070.97","7,899.02",617.48M,-1.96%,"2,884.05","2,913.03","2,913.03","2,862.60",-,-1.65%,46.0
709,2019-05-06,"5,745.10","5,775.10","5,801.40","5,630.50",755.39K,-0.52%,"6,027.90","6,042.00","6,100.30","5,906.80",6.48K,-0.23%,"26,438.48","26,160.62","26,476.27","26,033.95",283.02M,-0.25%,"8,123.29","7,981.85","8,135.54","7,981.85",518.37M,-0.50%,"2,932.47","2,908.89","2,937.32","2,898.21",-,-0.45%,40.0
710,2019-05-05,"5,774.90","5,830.80","5,838.20","5,708.20",709.02K,-0.96%,"6,042.00","6,098.20","6,112.00","5,956.20",5.82K,-0.92%,,,,,,,,,,,,,,,,,,,37.0
711,2019-05-04,"5,830.90","5,768.00","5,899.20","5,605.00",920.61K,1.11%,"6,098.30","6,019.90","6,149.10","5,868.20",9.44K,1.37%,,,,,,,,,,,,,,,,,,,46.0
712,2019-05-03,"5,766.80","5,493.60","5,844.20","5,478.70",1.04M,4.97%,"6,016.00","5,729.60","6,139.90","5,716.50",19.48K,5.11%,"26,504.95","26,379.14","26,534.96","26,370.09",248.90M,0.75%,"8,164.00","8,092.88","8,164.71","8,084.80",524.43M,1.58%,"2,945.64","2,929.21","2,947.85","2,929.21",-,0.96%,39.0
713,2019-05-02,"5,493.80","5,384.60","5,530.80","5,370.00",722.23K,2.04%,"5,723.80","5,629.50","5,779.80","5,618.00",11.06K,1.67%,"26,307.79","26,407.15","26,454.69","26,180.36",287.61M,-0.46%,"8,036.77","8,046.48","8,094.06","7,976.77",540.17M,-0.16%,"2,917.52","2,922.16","2,931.68","2,900.50",-,-0.21%,28.0
714,2019-05-01,"5,384.20","5,321.10","5,396.30","5,319.50",623.64K,1.19%,"5,629.60","5,599.60","5,655.00","5,585.50",5.53K,0.54%,"26,430.14","26,639.06","26,689.39","26,426.38",303.85M,-0.61%,"8,049.64","8,132.93","8,146.00","8,048.23",578.26M,-0.57%,"2,923.73","2,952.33","2,954.13","2,923.36",-,-0.75%,43.0
715,2019-04-30,"5,320.80","5,235.40","5,336.60","5,195.90",697.42K,1.64%,"5,599.50","5,480.00","5,612.00","5,454.90",7.44K,2.18%,"26,592.91","26,594.56","26,614.04","26,419.47",340.32M,0.15%,"8,095.39","8,104.91","8,124.61","8,050.55",582.27M,-0.81%,"2,945.83","2,937.14","2,948.22","2,924.11",-,0.10%,40.0
716,2019-04-29,"5,235.00","5,302.40","5,322.90","5,188.90",775.82K,-1.27%,"5,480.10","5,486.80","5,515.20","5,370.30",7.81K,-0.12%,"26,554.39","26,559.87","26,602.54","26,520.75",279.45M,0.04%,"8,161.85","8,147.65","8,176.08","8,136.41",446.01M,0.19%,"2,943.03","2,940.58","2,949.52","2,939.35",-,0.11%,64.0
717,2019-04-28,"5,302.30","5,265.70","5,332.50","5,234.40",681.41K,0.69%,"5,486.80","5,400.60","5,542.20","5,400.60",7.76K,1.57%,,,,,,,,,,,,,,,,,,,70.0
718,2019-04-27,"5,265.90","5,298.20","5,318.10","5,225.40",833.13K,-0.61%,"5,401.80","5,410.90","5,456.90","5,355.40",4.57K,-0.17%,,,,,,,,,,,,,,,,,,,46.0
719,2019-04-26,"5,298.30","5,209.20","5,469.30","5,159.30",1.03M,1.71%,"5,410.80","5,215.60","5,517.10","5,174.10",21.53K,3.68%,"26,543.33","26,454.62","26,543.56","26,392.55",317.29M,0.31%,"8,146.40","8,100.28","8,146.42","8,060.89",504.72M,0.34%,"2,939.88","2,925.81","2,939.88","2,917.56",-,0.47%,77.0
720,2019-04-25,"5,209.10","5,415.60","5,528.20","5,137.40",955.36K,-3.81%,"5,219.00","5,479.60","5,556.80","5,065.20",21.49K,-4.77%,"26,462.08","26,426.37","26,536.48","26,310.28",296.73M,-0.51%,"8,118.68","8,150.85","8,151.85","8,075.41",534.96M,0.21%,"2,926.17","2,928.99","2,933.10","2,912.84",-,-0.04%,75.0
